GEO_ID,NAME,totalHHS,hascomputer,dialup,broadband,nointernet,nocomputer,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpoverty,hascomputerPerc,dialupPerc,broadbandPerc,nointernetPerc,nocomputerPerc
1400000US53033022203,"Census Tract 222.03, King County, Washington",1842,1830,9,1791,30,12,3915,69.8,5.9,47.2,99.3485342,0.488599349,97.23127036,1.628664495,0.651465798
1400000US53033022300,"Census Tract 223, King County, Washington",1056,1048,0,1041,7,8,2290,60.9,3,0,99.24242424,0,98.57954545,0.662878788,0.757575758
1400000US53033022400,"Census Tract 224, King County, Washington",3682,3509,0,3413,96,173,7145,70.9,4,12.8,95.30146659,0,92.69418794,2.607278653,4.698533406
1400000US53033022500,"Census Tract 225, King County, Washington",3998,3726,0,3542,184,272,7025,68.4,2.2,22.6,93.1965983,0,88.59429715,4.602301151,6.803401701
1400000US53033022603,"Census Tract 226.03, King County, Washington",2499,2395,0,2258,137,104,5107,70.8,4,23.7,95.83833533,0,90.35614246,5.482192877,4.161664666
1400000US53033022604,"Census Tract 226.04, King County, Washington",1861,1831,11,1732,88,30,4159,73.3,4,32.8,98.38796346,0.591080064,93.06824288,4.728640516,1.612036539
1400000US53033022605,"Census Tract 226.05, King County, Washington",2595,2572,0,2438,134,23,5253,76.2,3.2,5.9,99.11368015,0,93.94990366,5.163776493,0.886319846
1400000US53033022606,"Census Tract 226.06, King County, Washington",2368,2302,0,2302,0,66,5029,68.5,3.6,70.5,97.21283784,0,97.21283784,0,2.787162162
1400000US53033022701,"Census Tract 227.01, King County, Washington",1615,1559,0,1451,108,56,2826,71.4,1.7,0,96.53250774,0,89.84520124,6.687306502,3.46749226
1400000US53033022702,"Census Tract 227.02, King County, Washington",1395,1369,0,1225,144,26,3543,64.4,1.7,12.3,98.13620072,0,87.81362007,10.32258065,1.863799283
1400000US53033022703,"Census Tract 227.03, King County, Washington",819,800,0,788,12,19,1812,67.2,4.6,16,97.68009768,0,96.21489621,1.465201465,2.31990232
1400000US53033022801,"Census Tract 228.01, King County, Washington",3950,3833,82,3578,173,117,7654,69.9,4.6,56.9,97.03797468,2.075949367,90.58227848,4.379746835,2.962025316
1400000US53033022802,"Census Tract 228.02, King County, Washington",2106,2056,7,2012,37,50,4241,69.3,5,31.1,97.62583096,0.332383666,95.5365622,1.75688509,2.374169041
1400000US53033022803,"Census Tract 228.03, King County, Washington",2479,2367,0,2294,73,112,4697,70.6,4.6,0,95.48204921,0,92.53731343,2.944735781,4.517950787
1400000US53033022901,"Census Tract 229.01, King County, Washington",1041,1041,0,1030,11,0,2358,62.3,7.2,41.2,100,0,98.94332373,1.056676273,0
1400000US53033022902,"Census Tract 229.02, King County, Washington",2409,2382,0,2260,122,27,5096,64.9,4.6,26.3,98.87920299,0,93.81486094,5.064342051,1.120797011
1400000US53033023000,"Census Tract 230, King County, Washington",2094,2068,12,1989,67,26,4593,62.4,4.5,31.1,98.75835721,0.573065903,94.98567335,3.199617956,1.241642789
1400000US53033023100,"Census Tract 231, King County, Washington",1437,1416,15,1379,22,21,3293,65.2,4.3,31.4,98.53862213,1.043841336,95.9638135,1.530967293,1.461377871
1400000US53033023201,"Census Tract 232.01, King County, Washington",2640,2530,0,2415,115,110,5536,74.3,3.7,48.9,95.83333333,0,91.47727273,4.356060606,4.166666667
1400000US53033023202,"Census Tract 232.02, King County, Washington",1876,1547,11,1367,169,329,3821,61.9,4.3,3.7,82.46268657,0.586353945,72.86780384,9.008528785,17.53731343
1400000US53033023300,"Census Tract 233, King County, Washington",2343,2272,36,2060,176,71,5443,66.7,5.8,5.3,96.96969697,1.536491677,87.9214682,7.511737089,3.03030303
1400000US53033023401,"Census Tract 234.01, King County, Washington",1569,1442,10,1330,102,127,3117,60.5,4.2,17.3,91.9056724,0.63734863,84.76736775,6.500956023,8.094327597
1400000US53033023403,"Census Tract 234.03, King County, Washington",1589,1570,0,1547,23,19,3411,65.6,6.4,63.8,98.80427942,0,97.35682819,1.447451227,1.195720579
1400000US53033023404,"Census Tract 234.04, King County, Washington",1182,1161,0,1108,53,21,2628,72.6,0.9,0,98.22335025,0,93.7394247,4.48392555,1.776649746
1400000US53033023500,"Census Tract 235, King County, Washington",1514,1504,6,1447,51,10,2987,67.6,3.1,3.4,99.33949802,0.396301189,95.57463672,3.368560106,0.660501982
1400000US53033023601,"Census Tract 236.01, King County, Washington",1786,1743,0,1695,48,43,3525,69.2,2.5,9.2,97.59238522,0,94.90481523,2.687569989,2.407614782
1400000US53033023603,"Census Tract 236.03, King County, Washington",2623,2538,0,2299,239,85,5662,72.8,3.4,30.7,96.75943576,0,87.64773161,9.111704156,3.240564239
1400000US53033023604,"Census Tract 236.04, King County, Washington",2639,2550,0,2421,129,89,5424,64.7,3.9,23.5,96.62751042,0,91.73929519,4.888215233,3.372489579
1400000US53033023700,"Census Tract 237, King County, Washington",1739,1698,0,1640,58,41,3588,72,4.4,31.8,97.64232317,0,94.30707303,3.335250144,2.357676826
1400000US53033023801,"Census Tract 238.01, King County, Washington",1358,1349,0,1297,52,9,2461,75.1,4.6,13.6,99.33726068,0,95.50810015,3.82916053,0.662739323
1400000US53033023803,"Census Tract 238.03, King County, Washington",3078,2982,0,2892,90,96,4997,69.1,5.4,31.7,96.88109162,0,93.95711501,2.923976608,3.118908382
1400000US53033023804,"Census Tract 238.04, King County, Washington",4426,4271,0,4186,85,155,6949,71.8,3.4,15.2,96.49796656,0,94.57749661,1.92046995,3.502033439
1400000US53033023900,"Census Tract 239, King County, Washington",2820,2739,2,2722,15,81,5517,65.8,3.7,11.8,97.12765957,0.070921986,96.5248227,0.531914894,2.872340426
1400000US53033024000,"Census Tract 240, King County, Washington",3361,3278,15,3191,72,83,6088,64.3,4.7,20.3,97.53049688,0.446295745,94.94198155,2.142219578,2.469503124
1400000US53033024100,"Census Tract 241, King County, Washington",1708,1682,7,1652,23,26,3820,55.8,4.5,0,98.47775176,0.409836066,96.72131148,1.346604215,1.522248244
1400000US53033024200,"Census Tract 242, King County, Washington",1184,1120,0,1106,14,64,2497,53.1,2.9,0,94.59459459,0,93.41216216,1.182432432,5.405405405
1400000US53033024300,"Census Tract 243, King County, Washington",4031,3650,0,3493,157,381,7271,64,5,47.7,90.54825105,0,86.65343587,3.894815182,9.451748946
1400000US53033024400,"Census Tract 244, King County, Washington",1355,1245,8,1158,79,110,2480,62.5,3.4,0,91.88191882,0.590405904,85.46125461,5.830258303,8.118081181
1400000US53033024500,"Census Tract 245, King County, Washington",1747,1747,6,1694,47,0,4033,64.1,2.1,0,100,0.343445907,96.96622782,2.690326274,0
1400000US53033024601,"Census Tract 246.01, King County, Washington",1645,1619,8,1602,9,26,3628,59.1,2.3,57.9,98.41945289,0.486322188,97.38601824,0.547112462,1.580547112
1400000US53033024602,"Census Tract 246.02, King County, Washington",1345,1322,0,1309,13,23,2835,56.7,3.5,57.6,98.28996283,0,97.32342007,0.966542751,1.710037175
1400000US53033024701,"Census Tract 247.01, King County, Washington",1404,1387,0,1377,10,17,3114,59.6,4.2,31.1,98.78917379,0,98.07692308,0.712250712,1.210826211
1400000US53033024702,"Census Tract 247.02, King County, Washington",2984,2814,0,2730,84,170,6417,68.6,4.5,42.3,94.30294906,0,91.48793566,2.815013405,5.697050938
1400000US53033024800,"Census Tract 248, King County, Washington",2164,2085,31,2024,30,79,4744,66.1,3.1,11.3,96.34935305,1.432532348,93.53049908,1.386321627,3.65064695
1400000US53033024901,"Census Tract 249.01, King County, Washington",1863,1840,0,1797,43,23,4293,61.3,2.6,18.5,98.7654321,0,96.45732689,2.308105207,1.234567901
1400000US53033024902,"Census Tract 249.02, King County, Washington",1335,1316,0,1302,14,19,3144,65.6,1.3,34.5,98.57677903,0,97.52808989,1.048689139,1.423220974
1400000US53033024903,"Census Tract 249.03, King County, Washington",2346,2346,0,2265,81,0,5785,61.6,4.1,86.7,100,0,96.54731458,3.452685422,0
1400000US53033025001,"Census Tract 250.01, King County, Washington",1927,1890,10,1821,59,37,4104,68.9,3.5,10.3,98.07991697,0.51894136,94.49922159,3.061754022,1.920083031
1400000US53033025003,"Census Tract 250.03, King County, Washington",2603,2536,19,2517,0,67,5662,64.4,1.8,-,97.42604687,0.729927007,96.69611986,0,2.573953131
1400000US53033025005,"Census Tract 250.05, King County, Washington",1981,1913,10,1854,49,68,4062,72.7,3.5,75.9,96.56739021,0.504795558,93.58909642,2.473498233,3.432609793
1400000US53033025006,"Census Tract 250.06, King County, Washington",2429,2412,12,2328,72,17,4949,73.2,2.7,48.4,99.30012351,0.494030465,95.84191025,2.964182791,0.699876492
1400000US53033025101,"Census Tract 251.01, King County, Washington",2129,2060,0,1994,66,69,5233,67.8,4.2,0,96.7590418,0,93.65899483,3.10004697,3.240958196
1400000US53033025102,"Census Tract 251.02, King County, Washington",2826,2714,0,2631,83,112,5939,72.5,4.2,53.6,96.03680113,0,93.09978769,2.937013447,3.963198868
1400000US53033025200,"Census Tract 252, King County, Washington",3311,3115,0,3003,112,196,7243,71.9,4,16,94.08033827,0,90.69767442,3.382663848,5.919661734
1400000US53033025301,"Census Tract 253.01, King County, Washington",3088,3003,0,2917,86,85,5532,81.3,4.2,30.4,97.24740933,0,94.46243523,2.784974093,2.752590674
1400000US53033025302,"Census Tract 253.02, King County, Washington",2739,2324,27,2026,271,415,4495,63.1,4.7,13.5,84.84848485,0.985761227,73.96860168,9.894121942,15.15151515
1400000US53033025400,"Census Tract 254, King County, Washington",3044,2795,14,2625,156,249,6128,71,8.1,41.7,91.81997372,0.459921156,86.23521682,5.124835742,8.180026281
1400000US53033025500,"Census Tract 255, King County, Washington",1963,1826,0,1755,71,137,3972,72.4,4.8,18.2,93.0208864,0,89.40397351,3.616912888,6.979113602
1400000US53033025601,"Census Tract 256.01, King County, Washington",1982,1896,9,1819,68,86,4362,70.8,3.5,0,95.66094854,0.454086781,91.77598385,3.430877901,4.339051463
1400000US53033025602,"Census Tract 256.02, King County, Washington",2113,2058,0,1994,64,55,4965,69.6,2.5,15.8,97.39706578,0,94.36819688,3.028868907,2.602934217
1400000US53033025701,"Census Tract 257.01, King County, Washington",2966,2805,0,2567,238,161,5189,77.8,5.7,3.6,94.57181389,0,86.54753877,8.024275118,5.428186109
1400000US53033025702,"Census Tract 257.02, King County, Washington",1271,1254,9,1185,60,17,2918,73,3.8,28.2,98.6624705,0.708103855,93.23367427,4.720692368,1.337529504
1400000US53033025803,"Census Tract 258.03, King County, Washington",1712,1606,9,1471,126,106,3780,72.7,2.5,13,93.80841121,0.525700935,85.9228972,7.359813084,6.191588785
1400000US53033025804,"Census Tract 258.04, King County, Washington",1142,1116,0,1074,42,26,2897,62.6,2.4,13.4,97.72329247,0,94.04553415,3.677758319,2.276707531
1400000US53033025805,"Census Tract 258.05, King County, Washington",2009,1983,0,1817,166,26,4297,74.9,3.4,16.1,98.70582379,0,90.44300647,8.262817322,1.294176207
1400000US53033025806,"Census Tract 258.06, King County, Washington",1827,1731,0,1647,84,96,4025,67.6,3.8,24.8,94.7454844,0,90.14778325,4.597701149,5.254515599
1400000US53033026001,"Census Tract 260.01, King County, Washington",2118,1991,10,1950,31,127,4861,66.4,3.6,54.8,94.00377715,0.472143532,92.06798867,1.463644948,5.996222852
1400000US53033026002,"Census Tract 260.02, King County, Washington",3061,2819,0,2523,296,242,6603,63,5.1,30.6,92.0940869,0,82.42404443,9.67004247,7.9059131
1400000US53033026100,"Census Tract 261, King County, Washington",2914,2661,0,2481,180,253,6438,70.7,2.9,13,91.31777625,0,85.14070007,6.177076184,8.682223747
1400000US53033026200,"Census Tract 262, King County, Washington",2243,2153,0,2003,150,90,4804,80.8,9.1,55.1,95.98751672,0,89.30004458,6.687472136,4.012483281
1400000US53033026300,"Census Tract 263, King County, Washington",547,515,0,475,40,32,1309,71,10.6,23.5,94.14990859,0,86.83729433,7.31261426,5.850091408
1400000US53033026400,"Census Tract 264, King County, Washington",2449,2119,0,2024,95,330,4898,71.7,5.5,35.7,86.52511229,0,82.64597795,3.879134341,13.47488771
1400000US53033026500,"Census Tract 265, King County, Washington",1509,1220,0,1051,169,289,3296,65.5,10.1,28,80.84824387,0,69.64877402,11.19946985,19.15175613
1400000US53033026600,"Census Tract 266, King County, Washington",913,873,0,808,65,40,2010,76.4,1.2,0,95.61883899,0,88.49945235,7.119386637,4.381161008
1400000US53033026700,"Census Tract 267, King County, Washington",1944,1818,25,1634,159,126,4165,63.2,9.7,20.5,93.51851852,1.28600823,84.05349794,8.179012346,6.481481481
1400000US53033026801,"Census Tract 268.01, King County, Washington",2159,1843,0,1738,105,316,4740,70.5,6.9,31.5,85.36359426,0,80.50023159,4.863362668,14.63640574
1400000US53033026802,"Census Tract 268.02, King County, Washington",1808,1630,10,1518,102,178,4338,69,5.3,22.3,90.15486726,0.553097345,83.96017699,5.64159292,9.845132743
1400000US53033027000,"Census Tract 270, King County, Washington",1171,1094,0,1032,62,77,2671,66.4,4.8,11.5,93.42442357,0,88.12980359,5.294619983,6.57557643
1400000US53033027100,"Census Tract 271, King County, Washington",1280,1133,0,996,137,147,2799,61.2,1.5,3,88.515625,0,77.8125,10.703125,11.484375
1400000US53033027200,"Census Tract 272, King County, Washington",827,754,0,691,63,73,2038,69.3,8.8,32.7,91.17291415,0,83.55501814,7.61789601,8.827085852
1400000US53033027300,"Census Tract 273, King County, Washington",1831,1753,0,1630,123,78,4488,67,9,21.2,95.74003277,0,89.02239214,6.717640634,4.259967231
1400000US53033027400,"Census Tract 274, King County, Washington",1801,1615,19,1561,35,186,4248,68.8,5.6,53.8,89.67240422,1.054969461,86.67406996,1.943364797,10.32759578
1400000US53033027500,"Census Tract 275, King County, Washington",1751,1528,8,1394,126,223,3950,66.6,2.6,12.9,87.26442033,0.456881782,79.61165049,7.195888064,12.73557967
1400000US53033027600,"Census Tract 276, King County, Washington",1704,1626,16,1489,121,78,3675,70.8,2.7,0,95.42253521,0.938967136,87.38262911,7.100938967,4.577464789
1400000US53033027701,"Census Tract 277.01, King County, Washington",2166,2039,0,1987,52,127,4179,62.7,1.4,10.5,94.13665743,0,91.73591874,2.400738689,5.863342567
1400000US53033027702,"Census Tract 277.02, King County, Washington",2335,2303,16,2157,130,32,4356,60.4,2.7,39.4,98.62955032,0.685224839,92.37687366,5.56745182,1.370449679
1400000US53033027800,"Census Tract 278, King County, Washington",1413,1381,16,1303,62,32,2893,59,4.8,55,97.73531493,1.132342534,92.21514508,4.387827318,2.264685067
1400000US53033027900,"Census Tract 279, King County, Washington",3206,3015,0,2858,157,191,6273,75.5,8.2,63.6,94.04242046,0,89.14535246,4.897067998,5.957579538
1400000US53033028000,"Census Tract 280, King County, Washington",1604,1483,16,1395,72,121,3440,68.7,4.1,11.1,92.4563591,0.997506234,86.97007481,4.488778055,7.543640898
1400000US53033028100,"Census Tract 281, King County, Washington",813,706,7,634,65,107,2150,76.7,7.1,6.8,86.83886839,0.86100861,77.98277983,7.995079951,13.16113161
1400000US53033028200,"Census Tract 282, King County, Washington",1806,1614,0,1422,192,192,3892,74,4.7,3.3,89.36877076,0,78.73754153,10.63122924,10.63122924
1400000US53033028300,"Census Tract 283, King County, Washington",1958,1935,10,1839,86,23,4304,77.1,8.2,27.5,98.82533197,0.51072523,93.92236977,4.392236977,1.174668029
1400000US53033028402,"Census Tract 284.02, King County, Washington",1725,1563,13,1427,123,162,4089,69.7,5,34.8,90.60869565,0.753623188,82.72463768,7.130434783,9.391304348
1400000US53033028403,"Census Tract 284.03, King County, Washington",2105,1973,24,1816,133,132,4536,57.3,0.7,1.1,93.72921615,1.140142518,86.27078385,6.318289786,6.270783848
1400000US53033028500,"Census Tract 285, King County, Washington",1666,1498,0,1461,37,168,3330,72.1,4.1,0,89.91596639,0,87.69507803,2.220888355,10.08403361
1400000US53033028600,"Census Tract 286, King County, Washington",2837,2539,0,2383,156,298,5518,63.4,4.2,22.5,89.49594642,0,83.99718012,5.498766302,10.50405358
1400000US53033028700,"Census Tract 287, King County, Washington",1795,1727,0,1681,46,68,4313,67.5,7.7,25.3,96.21169916,0,93.64902507,2.562674095,3.788300836
1400000US53033028801,"Census Tract 288.01, King County, Washington",789,687,0,658,29,102,2720,46.2,5.2,13.8,87.07224335,0,83.39670469,3.675538657,12.92775665
1400000US53033028802,"Census Tract 288.02, King County, Washington",2272,2124,0,2023,101,148,4817,75.6,1.2,1.6,93.48591549,0,89.04049296,4.445422535,6.514084507
1400000US53033028901,"Census Tract 289.01, King County, Washington",1609,1513,0,1452,61,96,2852,71.1,7.4,30.4,94.03356122,0,90.24238658,3.791174643,5.966438782
1400000US53033028902,"Census Tract 289.02, King County, Washington",2451,2345,0,2222,123,106,5757,67.4,6.8,0,95.6752346,0,90.65687475,5.018359853,4.324765402
1400000US53033029001,"Census Tract 290.01, King County, Washington",2001,1873,12,1770,91,128,3917,52.5,1.2,8,93.6031984,0.59970015,88.45577211,4.547726137,6.396801599
1400000US53033029003,"Census Tract 290.03, King County, Washington",2008,1991,13,1854,124,17,4400,68,3.8,32.3,99.15338645,0.647410359,92.33067729,6.175298805,0.846613546
1400000US53033029004,"Census Tract 290.04, King County, Washington",1323,1098,0,980,118,225,2797,65.8,9,25.2,82.99319728,0,74.07407407,8.919123205,17.00680272
1400000US53033029101,"Census Tract 291.01, King County, Washington",1134,1082,7,1025,50,52,2445,72.9,11.6,22,95.41446208,0.617283951,90.38800705,4.409171076,4.585537919
1400000US53033029102,"Census Tract 291.02, King County, Washington",1303,1258,10,1189,59,45,3590,63.8,3.2,10.5,96.54643131,0.767459708,91.25095932,4.528012279,3.453568688
1400000US53033029203,"Census Tract 292.03, King County, Washington",1295,1063,0,937,126,232,3370,34.5,3.4,32.7,82.08494208,0,72.35521236,9.72972973,17.91505792
1400000US53033029204,"Census Tract 292.04, King County, Washington",2474,2350,0,2299,51,124,5592,71.8,4.7,19.1,94.98787389,0,92.92643492,2.061438965,5.012126112
1400000US53033029205,"Census Tract 292.05, King County, Washington",2025,1923,0,1876,47,102,3981,77.1,4.2,20.9,94.96296296,0,92.64197531,2.320987654,5.037037037
1400000US53033029206,"Census Tract 292.06, King County, Washington",1981,1542,15,1395,132,439,3424,65.8,10.9,24.6,77.83947501,0.757193337,70.41898031,6.663301363,22.16052499
1400000US53033029303,"Census Tract 293.03, King County, Washington",3050,2801,0,2713,88,249,6010,65.3,3.1,2.3,91.83606557,0,88.95081967,2.885245902,8.163934426
1400000US53033029304,"Census Tract 293.04, King County, Washington",1918,1901,6,1792,103,17,4386,67.1,4.4,0,99.11366006,0.31282586,93.43065693,5.370177268,0.886339937
1400000US53033029305,"Census Tract 293.05, King County, Washington",1346,1341,0,1316,25,5,3526,72.7,4.2,26.5,99.62852897,0,97.77117385,1.857355126,0.371471025
1400000US53033029306,"Census Tract 293.06, King County, Washington",1266,1197,0,1073,124,69,3001,71.9,2.7,7.9,94.54976303,0,84.75513428,9.794628752,5.450236967
1400000US53033029307,"Census Tract 293.07, King County, Washington",1281,1240,0,1240,0,41,3352,66.6,2.7,2.3,96.79937549,0,96.79937549,0,3.200624512
1400000US53033029403,"Census Tract 294.03, King County, Washington",1902,1803,0,1748,55,99,4727,67.2,8.9,10.9,94.79495268,0,91.90325973,2.891692955,5.205047319
1400000US53033029405,"Census Tract 294.05, King County, Washington",1750,1733,0,1726,7,17,4696,70.1,6.7,28.3,99.02857143,0,98.62857143,0.4,0.971428571
1400000US53033029406,"Census Tract 294.06, King County, Washington",1618,1608,9,1548,51,10,4022,73.5,8.2,23.5,99.38195303,0.556242274,95.6736712,3.152039555,0.618046972
1400000US53033029407,"Census Tract 294.07, King County, Washington",1570,1521,7,1358,156,49,3554,63.6,9.6,44.1,96.87898089,0.445859873,86.49681529,9.936305732,3.121019108
1400000US53033029408,"Census Tract 294.08, King County, Washington",1497,1419,0,1342,77,78,3304,72.8,2.9,8.3,94.78957916,0,89.64595858,5.143620574,5.210420842
1400000US53033029502,"Census Tract 295.02, King County, Washington",2140,2066,0,1971,95,74,5803,72,2.9,9.2,96.54205607,0,92.10280374,4.439252336,3.457943925
1400000US53033029503,"Census Tract 295.03, King County, Washington",2894,2611,0,2352,259,283,6549,68.3,4.4,15.5,90.2211472,0,81.27159641,8.949550795,9.778852799
1400000US53033029504,"Census Tract 295.04, King County, Washington",2005,1908,0,1759,149,97,4634,69.9,11.5,51.6,95.16209476,0,87.73067332,7.431421446,4.837905237
1400000US53033029601,"Census Tract 296.01, King County, Washington",2059,1999,43,1899,57,60,5201,66.3,5.9,21.1,97.08596406,2.088392424,92.22923749,2.768334143,2.91403594
1400000US53033029602,"Census Tract 296.02, King County, Washington",1940,1867,22,1821,24,73,4849,72.8,4.7,16.7,96.2371134,1.134020619,93.86597938,1.237113402,3.762886598
1400000US53033029700,"Census Tract 297, King County, Washington",2877,2475,0,2247,228,402,6362,58.7,6.2,25.9,86.02711157,0,78.10218978,7.924921794,13.97288843
1400000US53033029801,"Census Tract 298.01, King County, Washington",3115,2994,0,2851,143,121,7739,72.4,6,33.6,96.11556982,0,91.52487961,4.590690209,3.884430177
1400000US53033029802,"Census Tract 298.02, King County, Washington",3031,2920,0,2862,58,111,7239,66.2,3.7,26.4,96.3378423,0,94.42428242,1.913559881,3.662157704
1400000US53033029901,"Census Tract 299.01, King County, Washington",1543,1532,11,1489,32,11,3697,67,3.9,53.7,99.28710305,0.712896954,96.50032404,2.073882048,0.712896954
1400000US53033029902,"Census Tract 299.02, King County, Washington",1448,1405,0,1382,23,43,3460,62,2,0,97.03038674,0,95.44198895,1.58839779,2.96961326
1400000US53033030003,"Census Tract 300.03, King County, Washington",2397,2304,0,2210,94,93,5124,65.3,5,0.9,96.12015019,0,92.19858156,3.921568627,3.879849812
1400000US53033030004,"Census Tract 300.04, King County, Washington",3276,3124,0,2857,267,152,6780,74.7,7.8,34,95.36019536,0,87.21001221,8.15018315,4.63980464
1400000US53033030005,"Census Tract 300.05, King County, Washington",1875,1861,12,1722,127,14,4468,70.4,5.1,11.4,99.25333333,0.64,91.84,6.773333333,0.746666667
1400000US53033030006,"Census Tract 300.06, King County, Washington",1613,1275,0,1097,178,338,3329,63.5,5.5,11.3,79.04525728,0,68.0099194,11.03533788,20.95474272
1400000US53033030100,"Census Tract 301, King County, Washington",2959,2765,0,2707,58,194,6258,61.4,5.8,27.6,93.44373099,0,91.48360933,1.960121663,6.55626901
1400000US53033030201,"Census Tract 302.01, King County, Washington",1993,1871,8,1740,123,122,4284,68.9,4.5,61.1,93.87857501,0.401404917,87.30556949,6.171600602,6.121424987
1400000US53033030202,"Census Tract 302.02, King County, Washington",2474,2286,0,2108,178,188,5446,67.1,5.8,7.2,92.40097009,0,85.2061439,7.194826192,7.599029911
1400000US53033030304,"Census Tract 303.04, King County, Washington",1253,1181,0,1135,46,72,2937,65.6,1.8,19.1,94.2537909,0,90.58260176,3.671189146,5.746209098
1400000US53033030305,"Census Tract 303.05, King County, Washington",2073,2020,0,1844,176,53,4233,60.1,2.7,34.1,97.44331886,0,88.95320791,8.49011095,2.556681138
1400000US53033030306,"Census Tract 303.06, King County, Washington",1819,1750,0,1686,64,69,4496,66.1,8.2,49,96.20670698,0,92.68829027,3.518416712,3.793293018
1400000US53033030308,"Census Tract 303.08, King County, Washington",2392,2322,0,2139,183,70,5380,69.6,6.3,0,97.0735786,0,89.42307692,7.650501672,2.926421405
1400000US53033030309,"Census Tract 303.09, King County, Washington",2514,2489,0,2409,80,25,4842,76.1,6.6,20.8,99.00556881,0,95.82338902,3.182179793,0.994431185
1400000US53033030310,"Census Tract 303.10, King County, Washington",2086,1962,52,1829,81,124,4791,71,4.3,0,94.05560882,2.492809204,87.67976989,3.883029722,5.944391179
1400000US53033030311,"Census Tract 303.11, King County, Washington",1649,1533,0,1427,106,116,4098,70.2,7.4,21.9,92.9654336,0,86.53729533,6.428138266,7.034566404
1400000US53033030312,"Census Tract 303.12, King County, Washington",1767,1674,18,1426,230,93,3818,70.5,12.2,25.2,94.73684211,1.018675722,80.70175439,13.016412,5.263157895
1400000US53033030313,"Census Tract 303.13, King County, Washington",1700,1498,0,1451,47,202,3404,63,6.4,17.5,88.11764706,0,85.35294118,2.764705882,11.88235294
1400000US53033030314,"Census Tract 303.14, King County, Washington",1956,1801,20,1429,352,155,3791,53.4,14.2,23.4,92.07566462,1.022494888,73.05725971,17.99591002,7.924335378
1400000US53033030401,"Census Tract 304.01, King County, Washington",3316,3144,24,3042,78,172,7562,68.3,8.4,20.9,94.81302774,0.723763571,91.73703257,2.352231604,5.186972256
1400000US53033030403,"Census Tract 304.03, King County, Washington",1758,1678,0,1600,78,80,3822,58.6,2.7,26.1,95.44937429,0,91.01251422,4.436860068,4.550625711
1400000US53033030404,"Census Tract 304.04, King County, Washington",1616,1570,0,1500,70,46,3947,68.9,4.8,13.2,97.15346535,0,92.82178218,4.331683168,2.846534653
1400000US53033030501,"Census Tract 305.01, King County, Washington",1004,803,0,688,115,201,1676,45.4,6.3,26.2,79.98007968,0,68.52589641,11.45418327,20.01992032
1400000US53033030503,"Census Tract 305.03, King County, Washington",2181,1757,0,1685,72,424,4179,57,6.8,0,80.55937643,0,77.25813847,3.301237964,19.44062357
1400000US53033030504,"Census Tract 305.04, King County, Washington",1977,1770,8,1646,116,207,3754,62.3,8,27.8,89.52959029,0.404653515,83.2574608,5.867475974,10.47040971
1400000US53033030600,"Census Tract 306, King County, Washington",2027,1764,0,1622,142,263,4242,69.9,2.1,15,87.02516034,0,80.0197336,7.005426739,12.97483966
1400000US53033030700,"Census Tract 307, King County, Washington",1633,1430,0,1281,149,203,3139,62.1,10.8,28.3,87.56889161,0,78.44458053,9.124311084,12.43110839
1400000US53033030801,"Census Tract 308.01, King County, Washington",2325,2175,0,2147,28,150,4827,65.9,8.1,29.6,93.5483871,0,92.34408602,1.204301075,6.451612903
1400000US53033030802,"Census Tract 308.02, King County, Washington",1372,1280,42,1141,97,92,2715,66.3,5.3,43.6,93.29446064,3.06122449,83.16326531,7.069970845,6.705539359
1400000US53033030901,"Census Tract 309.01, King County, Washington",1101,1032,12,980,40,69,2812,72.8,8,16.9,93.73297003,1.089918256,89.00999092,3.633060854,6.267029973
1400000US53033030902,"Census Tract 309.02, King County, Washington",2090,1872,18,1746,108,218,4983,68,1.9,6.9,89.56937799,0.861244019,83.54066986,5.167464115,10.43062201
1400000US53033031000,"Census Tract 310, King County, Washington",1553,1498,19,1470,9,55,3435,76.3,5.2,0,96.45846748,1.223438506,94.65550547,0.579523503,3.541532518
1400000US53033031100,"Census Tract 311, King County, Washington",2748,2534,25,2372,137,214,6071,67,7.4,16.2,92.2125182,0.909752547,86.31732169,4.985443959,7.787481805
1400000US53033031202,"Census Tract 312.02, King County, Washington",2150,1984,28,1678,278,166,5024,58.8,5.7,46.3,92.27906977,1.302325581,78.04651163,12.93023256,7.720930233
1400000US53033031204,"Census Tract 312.04, King County, Washington",2301,2197,0,2129,68,104,4969,63.2,3.8,59.4,95.48022599,0,92.52498914,2.955236854,4.519774011
1400000US53033031205,"Census Tract 312.05, King County, Washington",2401,2388,0,2311,77,13,5533,78.5,11.4,33.5,99.45855893,0,96.25156185,3.206997085,0.541441066
1400000US53033031206,"Census Tract 312.06, King County, Washington",1779,1712,9,1659,44,67,4406,52.7,7.9,29.3,96.23383924,0.505902192,93.25463744,2.473299607,3.766160764
1400000US53033031301,"Census Tract 313.01, King County, Washington",938,848,13,771,64,90,2130,52.7,7.2,26.9,90.40511727,1.385927505,82.19616205,6.823027719,9.594882729
1400000US53033031302,"Census Tract 313.02, King County, Washington",1738,1582,10,1477,95,156,3288,67.3,4,38.6,91.02416571,0.575373993,84.98273878,5.466052934,8.975834292
